order_number,order_date,customer_name,channel,product_name,quantity,unit_price,revenue,cost,state,state_name,us_region,lat,lon,budget,total_cost,profit,profit_margin_pct,order_month_name,order_month_num,order_month
SO - 000807,2014-10-11,Rochester Group,Wholesale,Product 1,7,998.3000000000001,6988.1,439.252,NY,New York,Northeast,40.63396,-73.6091,,3074.764,3913.3360000000002,56.00000000000001,October,10,2014-10
SO - 0001238,2014-10-11,Geiss Company,Wholesale,Product 24,10,2546.0,25460.0,1782.1999999999998,NJ,New Jersey,Northeast,40.76732,-74.20487,,17822.0,7638.0,30.0,October,10,2014-10
SO - 0003146,2014-10-11,Browsetype Corp,Distributor,Product 27,11,5983.1,65814.1,3111.2120000000004,TX,Texas,South,32.02464,-102.11347,,34223.332,31590.768000000004,48.00000000000001,October,10,2014-10
SO - 0004963,2014-10-11,Skidoo Company,Export,Product 2,9,5071.900000000001,45647.100000000006,3246.0160000000005,CA,California,West,33.72058,-116.21556,,29214.144000000004,16432.956000000002,36.0,October,10,2014-10
SO - 0007725,2014-10-11,sanofi-ave Group,Export,Product 5,5,5688.3,28441.5,3526.746,CA,California,West,33.85363,-118.13396,,17633.73,10807.77,38.0,October,10,2014-10
SO - 0008939,2014-10-11,Voolia Ltd,Wholesale,Product 4,5,3718.5,18592.5,2751.69,NC,North Carolina,South,34.75405,-77.43024,,13758.45,4834.049999999999,25.999999999999996,October,10,2014-10
SO - 000698,2014-10-11,Jaxbean Group,Wholesale,Product 28,11,6117.1,67288.1,4404.312,WA,Washington,West,47.03787,-122.9007,,48447.432,18840.668000000005,28.000000000000004,October,10,2014-10
SO - 0002638,2014-10-11,Talane Group,Wholesale,Product 27,11,3953.0,43483.0,1976.5,CA,California,West,33.85363,-118.13396,,21741.5,21741.5,50.0,October,10,2014-10
SO - 0004403,2014-10-11,Jabbercube Corp,Wholesale,Product 4,9,3892.7000000000003,35034.3,1985.2770000000003,NJ,New Jersey,Northeast,40.09789,-74.21764,,17867.493000000002,17166.807,49.0,October,10,2014-10
SO - 0005857,2014-10-11,Centizu Company,Wholesale,Product 26,9,1072.0,9648.0,600.32,FL,Florida,South,27.94752,-82.45843,,5402.88,4245.12,44.0,October,10,2014-10
SO - 0005998,2014-10-11,Nexus Group,Wholesale,Product 13,10,3845.8,38458.0,1884.442,TX,Texas,South,33.19762,-96.61527,,18844.42,19613.58,51.0,October,10,2014-10
SO - 0006136,2014-10-11,Rhynoodle Ltd,Wholesale,Product 2,11,3865.9,42524.9,2087.5860000000002,NC,North Carolina,South,35.96851,-77.80829,,22963.446000000004,19561.453999999998,45.99999999999999,October,10,2014-10
SO - 0007557,2014-10-11,Skippad Ltd,Wholesale,Product 26,5,1902.8,9514.0,761.12,CT,Connecticut,Northeast,41.77524,-72.52443,,3805.6,5708.4,60.0,October,10,2014-10
SO - 0007720,2014-10-11,Quimm Company,Distributor,Product 1,11,214.4,2358.4,115.77600000000001,CT,Connecticut,Northeast,41.76593,-72.68158,,1273.536,1084.864,46.0,October,10,2014-10
SO - 0007801,2014-10-11,State Ltd,Wholesale,Product 18,7,2673.3,18713.100000000002,1256.451,NC,North Carolina,South,35.26208,-81.1873,,8795.157,9917.943000000003,53.000000000000014,October,10,2014-10
SO - 0009602,2014-10-11,Talane Group,Wholesale,Product 2,8,3845.8,30766.4,2269.022,CA,California,West,33.97612,-117.90534,,18152.176,12614.224000000002,41.0,October,10,2014-10
SO - 000717,2014-10-12,Ozu Ltd,Wholesale,Product 22,5,2291.4,11457.0,1581.066,MS,Mississippi,South,30.36742,-89.09282,,7905.33,3551.67,31.0,October,10,2014-10
SO - 0001511,2014-10-12,Jayo Company,Wholesale,Product 18,11,3859.2000000000003,42451.200000000004,3125.952,MO,Missouri,Midwest,38.9216,-94.38476,,34385.472,8065.728000000003,19.000000000000007,October,10,2014-10
SO - 0004423,2014-10-12,Aromaticos Company,Distributor,Product 25,6,1192.6000000000001,7155.6,596.3000000000001,CA,California,West,34.0239,-118.17202,,3577.8,3577.8,50.0,October,10,2014-10
SO - 0005508,2014-10-12,Fivechat Company,Wholesale,Product 25,10,696.8000000000001,6968.000000000001,578.344,IL,Illinois,Midwest,42.36363,-87.84479,,5783.4400000000005,1184.5600000000004,17.000000000000004,October,10,2014-10
SO - 0005867,2014-10-12,Topco Company,Wholesale,Product 10,8,991.6,7932.8,773.4480000000001,IL,Illinois,Midwest,41.69112,-88.10157,,6187.584000000001,1745.2159999999994,21.999999999999993,October,10,2014-10
SO - 0008778,2014-10-12,Organon Corp,Wholesale,Product 15,11,1185.9,13044.900000000001,794.5530000000001,NV,Nevada,West,39.534909999999996,-119.75269,,8740.083,4304.817000000001,33.0,October,10,2014-10
SO - 0004495,2014-10-12,Dazzlesphe Corp,Export,Product 25,12,1299.8,15597.599999999999,714.89,AZ,Arizona,West,35.19807,-111.65127,,8578.68,7018.919999999998,44.99999999999999,October,10,2014-10
SO - 0004505,2014-10-12,Chatterpoi Corp,Distributor,Product 25,7,3865.9,27061.3,2319.54,CO,Colorado,West,39.57916,-104.87692,,16236.779999999999,10824.52,40.0,October,10,2014-10
SO - 0004868,2014-10-12,Army Group,Export,Product 6,12,2264.6,27175.199999999997,1109.654,MA,Massachusetts,Northeast,42.08343,-71.01838,,13315.848,13859.351999999997,50.99999999999999,October,10,2014-10
SO - 0004963,2014-10-12,Skidoo Company,Export,Product 2,9,5071.900000000001,45647.100000000006,3246.0160000000005,CT,Connecticut,Northeast,41.39874,-73.4781,,29214.144000000004,16432.956000000002,36.0,October,10,2014-10
SO - 0005542,2014-10-12,Skyvu Group,Distributor,Product 30,8,1045.2,8361.6,710.7360000000001,TX,Texas,South,32.93411,-97.07653,,5685.888000000001,2675.7119999999995,31.999999999999996,October,10,2014-10
SO - 0005656,2014-10-12,Roberts Company,Export,Product 7,12,2385.2000000000003,28622.4,1025.6360000000002,MN,Minnesota,Midwest,45.1705,-93.20607,,12307.632000000001,16314.768,56.99999999999999,October,10,2014-10
SO - 0005761,2014-10-12,Centizu Company,Wholesale,Product 13,7,1078.7,7550.900000000001,862.96,NH,New Hampshire,Northeast,42.76537,-71.46757,,6040.72,1510.1800000000003,20.0,October,10,2014-10
SO - 0005790,2014-10-12,Dynazzy Company,Wholesale,Product 13,5,2371.8,11859.0,1565.3880000000001,CA,California,West,33.74557,-117.86783,,7826.9400000000005,4032.0599999999995,34.0,October,10,2014-10
SO - 0006351,2014-10-12,Fred's Company,Distributor,Product 13,9,2680.0,24120.0,1259.6,CT,Connecticut,Northeast,41.55815,-73.0515,,11336.4,12783.6,53.0,October,10,2014-10
SO - 0007808,2014-10-12,Amerisourc Corp,Wholesale,Product 30,11,1701.8,18719.8,748.792,CA,California,West,33.19587,-117.37948,,8236.712,10483.088,56.00000000000001,October,10,2014-10
SO - 0008999,2014-10-12,Rhynoodle Ltd,Distributor,Product 15,8,5601.2,44809.6,2632.564,FL,Florida,South,28.11873,-81.47923,,21060.512,23749.088,53.0,October,10,2014-10
SO - 0008100,2014-10-12,Neutrogena Ltd,Wholesale,Product 26,7,1715.2,12006.4,806.144,OK,Oklahoma,South,35.33951,-97.4867,,5643.008,6363.392,53.0,October,10,2014-10
SO - 0001038,2014-10-12,Linkbuzz Ltd,Wholesale,Product 14,10,2961.4,29614.0,1184.5600000000002,UT,Utah,West,40.56217,-111.92966,,11845.600000000002,17768.399999999998,60.0,October,10,2014-10
SO - 0001108,2014-10-12,Ozu Ltd,Wholesale,Product 5,6,1782.2,10693.2,873.278,PA,Pennsylvania,Northeast,40.10622,-74.94364,,5239.668,5453.532000000001,51.000000000000014,October,10,2014-10
SO - 0001855,2014-10-12,Buzzbean Group,Wholesale,Product 26,11,2860.9,31469.9,2031.239,IN,Indiana,Midwest,39.8716,-86.01156,,22343.629,9126.271,28.999999999999996,October,10,2014-10
SO - 0004362,2014-10-12,WOCKHARDT Group,Distributor,Product 15,12,1112.2,13346.400000000001,734.052,TX,Texas,South,32.91592,-96.54867,,8808.624,4537.776000000002,34.00000000000001,October,10,2014-10
SO - 0005712,2014-10-12,Pixoboo Corp,Export,Product 17,11,1058.6000000000001,11644.600000000002,825.7080000000001,AZ,Arizona,West,33.4356,-112.3496,,9082.788,2561.8120000000017,22.00000000000001,October,10,2014-10
SO - 0006101,2014-10-12,Meejo Corp,Wholesale,Product 23,12,6210.900000000001,74530.8,3353.8860000000004,MD,Maryland,South,39.4015,-76.60191,,40246.632000000005,34284.168,46.0,October,10,2014-10
SO - 0007473,2014-10-12,Bluezoom Group,Distributor,Product 1,7,2599.6,18197.2,1819.7199999999998,IN,Indiana,Midwest,39.47555,-87.38835,,12738.039999999999,5459.160000000002,30.00000000000001,October,10,2014-10
SO - 0007937,2014-10-12,Trunyx Ltd,Distributor,Product 28,11,5065.2,55717.2,4102.812,IL,Illinois,Midwest,41.85059,-87.79367,,45130.932,10586.267999999996,18.999999999999993,October,10,2014-10
SO - 0009142,2014-10-12,Aibox Company,Wholesale,Product 4,10,5835.7,58357.0,2509.3509999999997,IL,Illinois,Midwest,42.36363,-87.84479,,25093.509999999995,33263.490000000005,57.00000000000001,October,10,2014-10
SO - 0009344,2014-10-12,Brightdog Corp,Wholesale,Product 6,9,1058.6000000000001,9527.400000000001,762.1920000000001,TX,Texas,South,35.19988,-101.8302,,6859.728000000001,2667.6720000000005,28.000000000000004,October,10,2014-10
SO - 0008624,2014-10-12,Flipbug Ltd,Distributor,Product 25,8,3879.3,31034.4,2405.166,AZ,Arizona,West,32.32341,-110.9951,,19241.328,11793.072,38.0,October,10,2014-10
SO - 000380,2014-10-12,Bluezoom Group,Distributor,Product 14,5,1788.9,8944.5,1305.897,TX,Texas,South,33.91371,-98.49339,,6529.485,2415.0150000000003,27.0,October,10,2014-10
SO - 0001471,2014-10-12,Terumo Corp,Wholesale,Product 3,5,3906.1,19530.5,2304.5989999999997,NY,New York,Northeast,40.91149,-73.78235,,11522.994999999999,8007.505000000001,41.0,October,10,2014-10
SO - 0003008,2014-10-12,SEINDNI Corp,Distributor,Product 3,8,857.6,6860.8,403.072,MA,Massachusetts,Northeast,42.63342,-71.31617,,3224.576,3636.224,53.0,October,10,2014-10
SO - 0003664,2014-10-12,Skinder Group,Wholesale,Product 9,6,247.9,1487.4,138.824,IN,Indiana,Midwest,39.58265,-86.095,,832.9440000000001,654.456,44.0,October,10,2014-10
SO - 0003847,2014-10-12,MEIJER Corp,Distributor,Product 17,12,5641.400000000001,67696.8,4174.636,CA,California,West,33.83141,-118.28202,,50095.632000000005,17601.167999999998,25.999999999999996,October,10,2014-10
SO - 0007174,2014-10-12,The Ltd,Wholesale,Product 14,12,1896.1000000000001,22753.2,1118.699,TN,Tennessee,South,35.04563,-85.30968,,13424.388,9328.812,41.0,October,10,2014-10
SO - 0009490,2014-10-12,Tambee Company,Distributor,Product 21,7,2539.3,17775.100000000002,1244.257,CA,California,West,33.87029,-117.92534,,8709.799,9065.301000000001,51.0,October,10,2014-10
SO - 000427,2014-10-12,Jaxbean Group,Export,Product 17,8,3859.2000000000003,30873.600000000002,2354.112,NH,New Hampshire,Northeast,42.99564,-71.45479,,18832.896,12040.704000000002,39.0,October,10,2014-10
SO - 0003971,2014-10-12,Skajo Ltd,Wholesale,Product 14,5,174.20000000000002,871.0000000000001,134.13400000000001,IL,Illinois,Midwest,42.20028,-88.41561,,670.6700000000001,200.33000000000004,23.0,October,10,2014-10
SO - 0004776,2014-10-12,Voonyx Group,Wholesale,Product 26,5,1025.1000000000001,5125.500000000001,410.0400000000001,IA,Iowa,Midwest,41.54994,-93.78135,,2050.2000000000003,3075.3000000000006,60.0,October,10,2014-10
SO - 0005766,2014-10-12,Wordpedia Ltd,Wholesale,Product 2,5,964.8000000000001,4824.0,791.136,TX,Texas,South,32.68695,-97.0211,,3955.68,868.3200000000002,18.000000000000004,October,10,2014-10
SO - 0006786,2014-10-12,Army Group,Export,Product 1,11,214.4,2358.4,177.952,ID,Idaho,West,43.66294,-116.68736,,1957.472,400.9280000000001,17.000000000000004,October,10,2014-10
SO - 0007265,2014-10-12,Vinte Group,Export,Product 16,8,837.5,6700.0,452.25000000000006,FL,Florida,South,26.52535,-80.06643,,3618.0000000000005,3081.9999999999995,45.99999999999999,October,10,2014-10
SO - 000876,2014-10-12,Chatterpoi Corp,Wholesale,Product 28,9,5822.3,52400.700000000004,2852.927,CA,California,West,32.76778,-117.02306,,25676.343,26724.357000000004,51.0,October,10,2014-10
SO - 0001775,2014-10-12,Cogilith Group,Wholesale,Product 25,6,1159.1000000000001,6954.6,753.4150000000001,VA,Virginia,South,38.80484,-77.04692,,4520.490000000001,2434.1099999999997,34.99999999999999,October,10,2014-10
SO - 0006765,2014-10-12,ALK-Abello Ltd,Wholesale,Product 20,6,5085.3,30511.800000000003,3000.3269999999998,ND,North Dakota,Midwest,46.80833,-100.78374,,18001.962,12509.838000000003,41.00000000000001,October,10,2014-10
SO - 0007851,2014-10-12,Valeant Corp,Wholesale,Product 2,6,1025.1000000000001,6150.6,799.5780000000001,FL,Florida,South,25.77288,-80.34783,,4797.468000000001,1353.1319999999996,21.999999999999993,October,10,2014-10
SO - 0007957,2014-10-12,Zoovu Corp,Wholesale,Product 10,8,1118.9,8951.2,469.93800000000005,NC,North Carolina,South,34.75405,-77.43024,,3759.5040000000004,5191.696,57.99999999999999,October,10,2014-10
SO - 0008230,2014-10-12,Eidel Corp,Distributor,Product 23,5,1072.0,5360.0,546.72,NY,New York,Northeast,40.88409,-73.37676,,2733.6000000000004,2626.3999999999996,48.99999999999999,October,10,2014-10
SO - 0008553,2014-10-12,WOONSOCKET Corp,Wholesale,Product 26,6,1788.9,10733.400000000001,1127.007,CA,California,West,33.93752,-117.23059,,6762.042,3971.358000000001,37.00000000000001,October,10,2014-10
SO - 000428,2014-10-13,Cogilith Group,Export,Product 14,5,167.5,837.5,100.5,KS,Kansas,Midwest,38.8814,-94.81913,,502.5,335.0,40.0,October,10,2014-10
SO - 000524,2014-10-13,Centizu Company,Wholesale,Product 19,5,207.70000000000002,1038.5,83.08000000000001,IL,Illinois,Midwest,41.77193,-88.09209,,415.4000000000001,623.0999999999999,59.999999999999986,October,10,2014-10
SO - 0010707,2014-10-13,Dazzlesphe Corp,Wholesale,Product 26,12,1815.7,21788.4,980.4780000000001,IL,Illinois,Midwest,42.03353,-87.86441,,11765.736,10022.664,46.0,October,10,2014-10
SO - 000223,2014-10-13,Actavis Company,Export,Product 19,11,1802.3,19825.3,756.966,IL,Illinois,Midwest,41.56858,-87.80422,,8326.626,11498.673999999999,57.99999999999999,October,10,2014-10
SO - 0003464,2014-10-13,Aldi Ltd,Wholesale,Product 15,10,201.0,2010.0,98.49,NE,Nebraska,Midwest,41.25861,-95.93779,,984.9,1025.1,51.0,October,10,2014-10
SO - 0003997,2014-10-13,Linkbuzz Ltd,Wholesale,Product 25,12,5701.7,68420.4,2850.85,OH,Ohio,Midwest,39.16502,-84.64162,,34210.2,34210.2,50.0,October,10,2014-10
SO - 0006260,2014-10-13,CARDINAL Group,Wholesale,Product 25,12,261.3,3135.6000000000004,193.362,CA,California,West,37.30216,-120.48297,,2320.344,815.2560000000003,26.000000000000007,October,10,2014-10
SO - 0009523,2014-10-13,Zoonoodle Ltd,Wholesale,Product 30,7,1139.0,7973.0,455.6,FL,Florida,South,26.31841,-80.09977,,3189.2000000000003,4783.799999999999,59.999999999999986,October,10,2014-10
SO - 0010644,2014-10-13,Rooxo Company,Wholesale,Product 5,9,3035.1,27315.899999999998,1335.444,ND,North Dakota,Midwest,46.87719,-96.7898,,12018.996,15296.903999999999,55.99999999999999,October,10,2014-10
SO - 000331,2014-10-13,Buzzbean Group,Distributor,Product 2,8,3892.7000000000003,31141.600000000002,2724.89,MI,Michigan,Midwest,42.27087,-83.72633,,21799.12,9342.480000000003,30.00000000000001,October,10,2014-10
SO - 000459,2014-10-13,The Ltd,Wholesale,Product 25,5,5875.900000000001,29379.500000000004,4289.407,MO,Missouri,Midwest,37.19415,-93.2913,,21447.035,7932.465000000004,27.000000000000007,October,10,2014-10
SO - 0003631,2014-10-13,American Corp,Wholesale,Product 14,6,234.5,1407.0,147.735,DC,District of Columbia,South,38.9041,-77.01723,,886.4100000000001,520.5899999999999,36.99999999999999,October,10,2014-10
SO - 0010661,2014-10-13,Family Corp,Wholesale,Product 1,6,1159.1000000000001,6954.6,869.325,GA,Georgia,South,33.88399,-84.51438,,5215.950000000001,1738.6499999999996,24.999999999999993,October,10,2014-10
SO - 000200,2014-10-13,Bath Group,Distributor,Product 13,11,1728.6000000000001,19014.600000000002,985.302,OK,Oklahoma,South,36.39559,-97.87839,,10838.322,8176.278000000002,43.00000000000001,October,10,2014-10
SO - 0001550,2014-10-13,Flipstorm Group,Wholesale,Product 25,10,3966.4,39664.0,2141.856,FL,Florida,South,26.97617,-82.09064,,21418.56,18245.44,46.0,October,10,2014-10
SO - 0003245,2014-10-13,Podcat Corp,Wholesale,Product 1,9,3269.6,29426.399999999998,1405.9279999999999,IL,Illinois,Midwest,41.68366,-88.08834,,12653.351999999999,16773.048,56.99999999999999,October,10,2014-10
SO - 0005355,2014-10-13,Golden Corp,Wholesale,Product 5,10,3953.0,39530.0,2213.6800000000003,MI,Michigan,Midwest,42.32115,-85.17971,,22136.800000000003,17393.199999999997,43.99999999999999,October,10,2014-10
SO - 0006734,2014-10-13,General Company,Export,Product 27,12,261.3,3135.6000000000004,162.006,KY,Kentucky,South,38.25424,-85.75941,,1944.0720000000001,1191.5280000000002,38.00000000000001,October,10,2014-10
SO - 0009509,2014-10-13,H Ltd,Export,Product 17,12,904.5,10854.0,407.02500000000003,CT,Connecticut,Northeast,41.39874,-73.4781,,4884.3,5969.7,54.99999999999999,October,10,2014-10
SO - 0001607,2014-10-13,Feednation Corp,Wholesale,Product 22,9,2666.6,23999.399999999998,1999.9499999999998,MN,Minnesota,Midwest,44.73191,-93.21772,,17999.55,5999.8499999999985,24.999999999999996,October,10,2014-10
SO - 0001824,2014-10-13,Quaxo Ltd,Wholesale,Product 7,5,1031.8,5159.0,691.306,ID,Idaho,West,43.46658,-112.03414,,3456.53,1702.4699999999998,32.99999999999999,October,10,2014-10
SO - 0003159,2014-10-13,Wordpedia Ltd,Distributor,Product 26,11,3363.4,36997.4,2657.0860000000002,CA,California,West,33.84918,-118.38841,,29227.946000000004,7769.453999999998,20.999999999999993,October,10,2014-10
SO - 0003533,2014-10-13,Aveda Group,Distributor,Product 6,12,884.4,10612.8,725.208,IN,Indiana,Midwest,39.77186,-86.26094,,8702.496,1910.304,18.000000000000004,October,10,2014-10
SO - 0006696,2014-10-13,Organon Corp,Wholesale,Product 26,7,187.6,1313.2,108.80799999999999,MA,Massachusetts,Northeast,42.52787,-70.92866,,761.656,551.5440000000001,42.00000000000001,October,10,2014-10
SO - 0007466,2014-10-13,Pfizer Corp,Export,Product 26,7,3296.4,23074.8,2340.444,MA,Massachusetts,Northeast,42.37649,-71.23561,,16383.108,6691.691999999999,28.999999999999996,October,10,2014-10
SO - 0008416,2014-10-13,Wordware Company,Wholesale,Product 21,5,5272.900000000001,26364.500000000004,2267.347,TN,Tennessee,South,36.30477,-86.62,,11336.735,15027.765000000003,57.00000000000001,October,10,2014-10
SO - 000652,2014-10-13,Buzzbean Group,Wholesale,Product 1,9,241.20000000000002,2170.8,161.604,WI,Wisconsin,Midwest,43.01168,-88.23148,,1454.4360000000001,716.364,32.99999999999999,October,10,2014-10
SO - 000943,2014-10-13,Zoonder Group,Export,Product 25,7,6251.1,43757.700000000004,4938.369000000001,NY,New York,Northeast,40.64092,-73.31669,,34568.583000000006,9189.116999999998,20.999999999999993,October,10,2014-10
SO - 0001569,2014-10-13,Realpoint Corp,Wholesale,Product 27,12,261.3,3135.6000000000004,109.746,IL,Illinois,Midwest,42.1103,-88.03424,,1316.952,1818.6480000000004,58.00000000000001,October,10,2014-10
SO - 0003774,2014-10-13,Aibox Company,Export,Product 4,5,984.9,4924.5,551.5440000000001,CA,California,West,36.33023,-119.29206,,2757.7200000000003,2166.7799999999997,43.99999999999999,October,10,2014-10
SO - 0006228,2014-10-13,Gigabox Group,Wholesale,Product 30,8,5406.900000000001,43255.200000000004,4217.3820000000005,CA,California,West,38.23242,-122.63665,,33739.056000000004,9516.144,21.999999999999996,October,10,2014-10
SO - 0006325,2014-10-13,Realbuzz Ltd,Export,Product 28,5,1963.1000000000001,9815.5,1138.598,OK,Oklahoma,South,35.46708,-97.51366,,5692.99,4122.51,42.00000000000001,October,10,2014-10
SO - 0006924,2014-10-13,Avavee Group,Distributor,Product 14,8,5802.2,46417.6,4177.584,TX,Texas,South,32.98836,-96.89977,,33420.672,12996.928,28.000000000000004,October,10,2014-10
SO - 0009955,2014-10-13,Arbor Company,Wholesale,Product 3,11,2720.2000000000003,29922.200000000004,2176.1600000000003,CT,Connecticut,Northeast,41.76204,-72.74204,,23937.760000000002,5984.440000000002,20.000000000000004,October,10,2014-10
SO - 0009381,2014-10-13,Feednation Corp,Distributor,Product 3,7,1675.0,11725.0,1323.25,CA,California,West,37.59583,-122.01917,,9262.75,2462.25,21.0,October,10,2014-10
SO - 0010192,2014-10-13,Voolia Ltd,Wholesale,Product 29,11,1031.8,11349.8,567.49,CA,California,West,40.58654,-122.39168,,6242.39,5107.409999999999,44.99999999999999,October,10,2014-10
